Text	Label
"[""Sup! Sup. Let's see a concert today? Great. Where should we go? I don't know. How about Daan Park? Great. When? 6 am? Sorry, I can't. How about 9 pm? OK! See you then!""]"	[[10, 12], [13, 13], [50, 51], [30, 32]]
"[""Hey. Let's do something on Sunday? Sounds good. Where? I don't know. How about a bar? Sure! What time? How about 12 pm? Sorry, I can't. You free 7 am? Ok. See you then!""]"	[[6, 7], [8, 9], [46, 47], [24, 25]]
"[""Hey. Would you want to catch up on Thursday? Ok. Where should we go? I don't know. How about the mall? Great. What time? You free 10 pm? Sorry, I can't. How about 11 pm? Great. See you then!""]"	[[7, 8], [9, 10], [49, 50], [27, 28]]
"[""Heyo! Let's grab coffee on Friday? Sounds good. Where? I don't know. How about my place? Great. What time? You free midnight, noon? Sorry, I can't. Let's do 10 pm? Sure. See you then!""]"	[[7, 8], [9, 10], [50, 51], [25, 26]]
"[""Sup! Sup. Let's go rafting on Thursday? Sounds good. Where should we meet? I don't know. How about the Japanese place? Sure. When should we meet? How about 7 pm? Sorry, I can't. How about 11 pm? Ok. See you then!""]"	[[10, 13], [14, 15], [58, 59], [33, 35]]
"[""Sup! Sup. Let's see a game on Wednesday? Great. Where should we go? I don't know. How about the mall? Sure! When should we meet? You free 7 am? Sorry, I can't. Let's do 1 am? Sounds good. See you then!""]"	[[10, 12], [13, 14], [57, 58], [31, 32]]
"[""Hey. Let's grab lunch on Sunday? OK! Where? I don't know. How about a club? Sure! What time? Let's do 12 pm? Sorry, I can't. How about 2 am? Ok. See you then!""]"	[[6, 7], [8, 9], [47, 48], [23, 24]]
"[""Hey. Would you want to see a play on Thursday? Ok. Where do you want to go? I don't know. How about the theme park? Great. What time? How about 2 pm? Sorry, I can't. 3 pm? Sure! See you then!""]"	[[7, 9], [10, 11], [51, 52], [30, 32]]
"[""Heyo! Would you want to go bowling on Sunday? Great. Where should we go? I don't know. How about a bar? OK! What time? You free 5 am? Sorry, I can't. You free 11 pm? Great. See you then!""]"	[[8, 9], [10, 11], [50, 51], [28, 29]]
"[""Heyo! Do you want to see a movie on Wednesday? Sounds good. Where? I don't know. How about the mall? OK! When? How about 10 am? Sorry, I can't. 7 pm? Sure. See you then!""]"	[[8, 10], [11, 12], [46, 47], [27, 28]]
"[""Hey. Do you want to go rafting tomorrow? Sounds good. Where should we meet? I don't know. How about the mall? Ok. When should we meet? How about 5 am? Sorry, I can't. 5 pm? Great. See you then!""]"	[[7, 10], [11, 11], [51, 52], [29, 30]]
"[""Hey. Let's watch a movie on Sunday? Sure. Where do you want to go? I don't know. How about the train station? Great. When should we meet? How about 10 am? Sorry, I can't. How about 4 am? Sounds good. See you then!""]"	[[6, 8], [9, 10], [54, 55], [29, 31]]
"[""Yo, what's up? Nothing much. Let's grab lunch on Friday? OK! Where should we go? I don't know. How about a bar? OK! When should we meet? How about 4 pm? Sorry, I can't. You free 1 am? Ok. See you then!""]"	[[14, 15], [16, 17], [58, 59], [34, 35]]
"[""Sup! Sup. Let's go swimming on Friday? Ok. Where? I don't know. How about your place? Great. When should we meet? Let's do 5 pm? Sorry, I can't. You free 4 pm? Sure. See you then!""]"	[[10, 11], [12, 13], [53, 54], [27, 28]]
"[""Heyo! Do you want to watch a movie on Saturday? Great. Where should we meet? I don't know. How about the Japanese place? Great. What time? You free 8 am? Sorry, I can't. Let's do 6 am? Great. See you then!""]"	[[8, 10], [11, 12], [54, 55], [29, 31]]
"[""Sup! Sup. Do you want to go to a party tomorrow? OK! Where should we go? I don't know. How about Daan Park? Sure! When? 9 pm? Sorry, I can't. 3 pm? Sure. See you then!""]"	[[11, 14], [15, 15], [50, 51], [32, 34]]
"[""Heyo! Let's do something on Wednesday? Sure. Where should we go? I don't know. How about the Japanese place? Sure! What time? You free 3 am? Sorry, I can't. You free 6 am? Sure! See you then!""]"	[[7, 8], [9, 10], [50, 51], [27, 29]]
"[""Sup! Sup. Let's go to a party on Saturday? Ok. Where do you want to go? I don't know. How about a bar? Sure! What time? 8 pm? Sorry, I can't. You free 5 pm? OK! See you then!""]"	[[10, 13], [14, 15], [54, 55], [34, 35]]
"[""Heyo! Let's hang out on Monday? Sure. Where should we meet? I don't know. How about the Italian restaurant? Sounds good. When should we meet? 4 pm? Sorry, I can't. How about 4 am? Sounds good. See you then!""]"	[[7, 8], [9, 10], [51, 52], [27, 29]]
"[""Sup! Sup. Would you want to go to a party today? Great. Where should we meet? I don't know. How about a bar? OK! When should we meet? 9 am? Sorry, I can't. 4 am? Great. See you then!""]"	[[11, 14], [15, 15], [52, 53], [32, 33]]
"[""Hey. Let's catch up on Tuesday? Sure! Where should we go? I don't know. How about a bar? OK! What time? Let's do 2 am? Sorry, I can't. How about 6 pm? Sure! See you then!""]"	[[6, 7], [8, 9], [50, 51], [26, 27]]
"[""Yo, what's up? Nothing much. Let's see a movie on Thursday? OK! Where should we go? I don't know. How about the theme park? OK! What time? How about 12 pm? Sorry, I can't. How about 7 pm? Ok. See you then!""]"	[[14, 16], [17, 18], [58, 59], [35, 37]]
"[""Sup! Sup. Do you want to see a movie today? Ok. Where should we go? I don't know. How about my place? Ok. What time? 4 pm? Sorry, I can't. Let's do 8 am? OK! See you then!""]"	[[11, 13], [14, 14], [53, 54], [31, 32]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go bowling tomorrow? Great. Where should we go? I don't know. How about your place? Sure! When should we meet? How about 3 pm? Sorry, I can't. You free 5 am? Sounds good. See you then!""]"	[[27, 28], [29, 29], [70, 71], [46, 47]]
"[""Sup! Sup. Do you want to go to a party on Sunday? Sounds good. Where? I don't know. How about the theme park? OK! When should we meet? How about 2 am? Sorry, I can't. You free 5 am? OK! See you then!""]"	[[11, 14], [15, 16], [56, 57], [31, 33]]
"[""Sup! Sup. Do you want to hang out on Monday? OK! Where should we go? I don't know. How about the theme park? Ok. When should we meet? How about 2 am? Sorry, I can't. How about 8 pm? Sure! See you then!""]"	[[11, 12], [13, 14], [56, 57], [31, 33]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go to a party on Friday? OK! Where should we meet? I don't know. How about the mall? Sure! When should we meet? 11 pm? Sorry, I can't. You free 1 am? Great. See you then!""]"	[[26, 29], [30, 31], [70, 71], [48, 49]]
"[""Heyo! Do you want to do something on Thursday? Sure. Where do you want to go? I don't know. How about a club? OK! When should we meet? 5 am? Sorry, I can't. You free 11 pm? Ok. See you then!""]"	[[8, 9], [10, 11], [52, 53], [30, 31]]
"[""Sup! Sup. Would you want to grab coffee on Thursday? Sure! Where do you want to go? I don't know. How about the Japanese place? Sounds good. When should we meet? You free 10 pm? Sorry, I can't. 11 pm? Sure. See you then!""]"	[[11, 12], [13, 14], [57, 58], [33, 35]]
"[""Hey. Let's catch up tomorrow? Sounds good. Where should we meet? I don't know. How about the Japanese place? Sure! What time? 4 am? Sorry, I can't. How about 2 am? Sounds good. See you then!""]"	[[6, 7], [8, 8], [47, 48], [26, 28]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to grab coffee on Thursday? Ok. Where should we meet? I don't know. How about your place? OK! When should we meet? 5 pm? Sorry, I can't. Let's do 1 pm? Sure! See you then!""]"	[[27, 28], [29, 30], [71, 72], [47, 48]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's grab coffee on Monday? Great. Where should we go? I don't know. How about the theme park? Sure! What time? Let's do 6 pm? Sorry, I can't. You free 6 am? OK! See you then!""]"	[[26, 27], [28, 29], [71, 72], [46, 48]]
"[""Hey. Would you want to grab lunch on Saturday? Great. Where? I don't know. How about your place? OK! When should we meet? 7 am? Sorry, I can't. Let's do 2 am? Ok. See you then!""]"	[[7, 8], [9, 10], [48, 49], [24, 25]]
"[""Sup! Sup. Do you want to go rafting on Monday? Great. Where should we meet? I don't know. How about a coffee shop? Sure! When should we meet? You free 3 pm? Sorry, I can't. How about 10 am? Ok. See you then!""]"	[[11, 14], [15, 16], [58, 59], [33, 35]]
"[""Yo, what's up? Nothing much. Do you want to see a movie on Thursday? Sure! Where should we meet? I don't know. How about my place? Sure! What time? Let's do 3 am? Sorry, I can't. Let's do midnight, noon? Great. See you then!""]"	[[15, 17], [18, 19], [62, 64], [36, 37]]
"[""Sup! Sup. Would you want to do something on Saturday? Sure! Where? I don't know. How about Daan Park? Sounds good. When? Let's do 11 am? Sorry, I can't. You free 8 am? OK! See you then!""]"	[[11, 12], [13, 14], [53, 54], [28, 30]]
"[""Hey. Would you want to see a play on Saturday? Ok. Where should we go? I don't know. How about the Japanese place? Sure. What time? How about 3 am? Sorry, I can't. You free 7 pm? Sure. See you then!""]"	[[7, 9], [10, 11], [51, 52], [28, 30]]
"[""Heyo! Would you want to go bowling on Monday? Ok. Where should we go? I don't know. How about a bar? Sure! When? How about midnight, noon? Sorry, I can't. You free 4 am? Sounds good. See you then!""]"	[[8, 9], [10, 11], [50, 51], [28, 29]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to catch up on Monday? Sounds good. Where should we go? I don't know. How about the Japanese place? Sure. When? How about 11 pm? Sorry, I can't. How about 8 am? OK! See you then!""]"	[[27, 28], [29, 30], [70, 71], [48, 50]]
"[""Heyo! Let's grab lunch on Tuesday? Great. Where should we go? I don't know. How about a club? Sure. What time? Let's do 6 am? Sorry, I can't. 11 am? Sure. See you then!""]"	[[7, 8], [9, 10], [49, 50], [27, 28]]
"[""Hey. Do you want to grab lunch on Saturday? Sounds good. Where? I don't know. How about the mall? Sure. What time? Let's do 1 pm? Sorry, I can't. How about midnight, noon? OK! See you then!""]"	[[7, 8], [9, 10], [49, 51], [25, 26]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go rafting on Sunday? Sure. Where should we meet? I don't know. How about my place? Sure. When? 5 pm? Sorry, I can't. You free 8 am? Sure. See you then!""]"	[[27, 30], [31, 32], [68, 69], [49, 50]]
"[""Hey. Do you want to do something on Sunday? Ok. Where should we go? I don't know. How about the train station? Sure. When? How about 10 pm? Sorry, I can't. Let's do 8 pm? Sounds good. See you then!""]"	[[7, 8], [9, 10], [51, 52], [27, 29]]
"[""Sup! Sup. Let's watch a movie tomorrow? Sounds good. Where should we meet? I don't know. How about the train station? Sure! When? How about 5 pm? Sorry, I can't. 12 pm? OK! See you then!""]"	[[10, 12], [13, 13], [51, 52], [31, 33]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a game on Tuesday? Sure! Where should we go? I don't know. How about the theme park? Great. What time? Let's do 1 am? Sorry, I can't. How about 5 am? Ok. See you then!""]"	[[27, 29], [30, 31], [73, 74], [48, 50]]
"[""Hey. Do you want to see a game on Wednesday? OK! Where? I don't know. How about the Japanese place? Ok. When? How about 4 am? Sorry, I can't. 11 am? Sure. See you then!""]"	[[7, 9], [10, 11], [45, 46], [25, 27]]
"[""Hey. Do you want to go swimming on Wednesday? Sounds good. Where should we meet? I don't know. How about the theme park? Sure. When should we meet? You free 8 am? Sorry, I can't. Let's do 9 pm? Sounds good. See you then!""]"	[[7, 8], [9, 10], [55, 56], [28, 30]]
"[""Heyo! Would you want to go bowling on Wednesday? Sounds good. Where should we meet? I don't know. How about a coffee shop? Great. What time? How about 3 am? Sorry, I can't. 10 am? Sounds good. See you then!""]"	[[8, 9], [10, 11], [50, 51], [29, 31]]
"[""Hey. Let's watch a movie on Sunday? Sure! Where should we go? I don't know. How about the Italian restaurant? Sure! When should we meet? How about 2 pm? Sorry, I can't. How about 6 am? Sure! See you then!""]"	[[6, 8], [9, 10], [52, 53], [27, 29]]
"[""Yo, what's up? Nothing much. Do you want to hang out on Tuesday? Ok. Where should we go? I don't know. How about a bar? Sounds good. What time? How about 1 pm? Sorry, I can't. How about 7 pm? Sure! See you then!""]"	[[15, 16], [17, 18], [58, 59], [35, 36]]
"[""Hey. Do you want to go swimming on Saturday? Sure. Where? I don't know. How about Daan Park? Great. What time? Let's do 5 pm? Sorry, I can't. How about 12 pm? Sounds good. See you then!""]"	[[7, 8], [9, 10], [49, 50], [24, 26]]
"[""Heyo! Let's go swimming on Thursday? Sure. Where should we go? I don't know. How about Daan Park? Ok. What time? 9 pm? Sorry, I can't. How about 4 am? Sounds good. See you then!""]"	[[7, 8], [9, 10], [48, 49], [27, 29]]
"[""Yo, what's up? Nothing much. Let's go rafting today? Sounds good. Where? I don't know. How about my place? Ok. What time? How about 11 am? Sorry, I can't. Let's do 3 pm? Sure. See you then!""]"	[[14, 17], [18, 18], [57, 58], [33, 34]]
"[""Yo, what's up? Nothing much. Would you want to do something on Thursday? Great. Where should we meet? I don't know. How about a bar? Great. When? You free 9 pm? Sorry, I can't. You free 3 am? Ok. See you then!""]"	[[15, 16], [17, 18], [56, 57], [35, 36]]
"[""Heyo! Do you want to see a play on Monday? Sounds good. Where should we go? I don't know. How about the Italian restaurant? OK! What time? 8 pm? Sorry, I can't. You free 9 am? Sounds good. See you then!""]"	[[8, 10], [11, 12], [51, 52], [30, 32]]
"[""Yo, what's up? Nothing much. Let's hang out on Saturday? Sure. Where should we meet? I don't know. How about Daan Park? Great. When? 5 am? Sorry, I can't. You free 11 am? Sure! See you then!""]"	[[14, 15], [16, 17], [54, 55], [34, 36]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a game on Friday? Great. Where? I don't know. How about my place? OK! When? You free 4 am? Sorry, I can't. How about 11 am? Sure. See you then!""]"	[[27, 29], [30, 31], [66, 67], [45, 46]]
"[""Hey. Do you want to bake on Friday? OK! Where? I don't know. How about the train station? Great. What time? Let's do 6 am? Sorry, I can't. Let's do 7 am? Ok. See you then!""]"	[[7, 8], [9, 10], [51, 52], [24, 26]]
"[""Heyo! Let's go to a party today? Sure. Where do you want to go? I don't know. How about the Japanese place? Sounds good. When? How about 8 am? Sorry, I can't. 3 am? Sure! See you then!""]"	[[7, 10], [11, 11], [51, 52], [30, 32]]
"[""Hey. Do you want to go somewhere on Friday? OK! Where? I don't know. How about the Japanese place? OK! When should we meet? Let's do 8 am? Sorry, I can't. 2 am? Great. See you then!""]"	[[7, 8], [9, 10], [49, 50], [24, 26]]
"[""Sup! Sup. Would you want to go to a party on Saturday? Sure! Where should we meet? I don't know. How about the Italian restaurant? Sure. When? Let's do 10 pm? Sorry, I can't. Let's do 10 am? Sure! See you then!""]"	[[11, 14], [15, 16], [59, 60], [33, 35]]
"[""Yo, what's up? Nothing much. Let's grab coffee on Sunday? OK! Where should we meet? I don't know. How about the mall? Sure! When should we meet? Let's do 1 pm? Sorry, I can't. 7 pm? Sure. See you then!""]"	[[14, 15], [16, 17], [58, 59], [34, 35]]
"[""Yo, what's up? Nothing much. Let's go bowling on Wednesday? Ok. Where should we meet? I don't know. How about my place? Ok. When? How about 5 am? Sorry, I can't. Let's do 6 pm? OK! See you then!""]"	[[14, 15], [16, 17], [57, 58], [34, 35]]
"[""Hey. Would you want to see a play on Friday? Ok. Where should we meet? I don't know. How about your place? Sure. When? Let's do 2 pm? Sorry, I can't. How about 9 pm? Sounds good. See you then!""]"	[[7, 9], [10, 11], [51, 52], [28, 29]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go to a party tomorrow? Ok. Where should we go? I don't know. How about a coffee shop? Ok. When? You free 8 am? Sorry, I can't. How about 4 am? Great. See you then!""]"	[[27, 30], [31, 31], [70, 71], [48, 50]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go somewhere on Monday? Sure. Where? I don't know. How about the mall? Sure! When should we meet? How about 1 pm? Sorry, I can't. How about 10 am? Sure. See you then!""]"	[[27, 28], [29, 30], [68, 69], [44, 45]]
"[""Sup! Sup. Let's go rafting on Saturday? Great. Where? I don't know. How about Daan Park? OK! What time? 12 pm? Sorry, I can't. How about 8 pm? Sounds good. See you then!""]"	[[10, 13], [14, 15], [50, 51], [29, 31]]
"[""Heyo! Do you want to catch up today? OK! Where do you want to go? I don't know. How about the theme park? OK! What time? 1 am? Sorry, I can't. How about 2 pm? Sure. See you then!""]"	[[8, 9], [10, 10], [50, 51], [29, 31]]
"[""Yo, what's up? Nothing much. Let's grab lunch tomorrow? Great. Where should we go? I don't know. How about your place? Sure. What time? Let's do 5 pm? Sorry, I can't. Let's do 1 pm? Sure! See you then!""]"	[[14, 15], [16, 16], [59, 60], [33, 34]]
"[""Hey. Do you want to see a play on Thursday? Ok. Where do you want to go? I don't know. How about the mall? Sounds good. What time? How about 1 pm? Sorry, I can't. You free 3 pm? Sure. See you then!""]"	[[7, 9], [10, 11], [53, 54], [30, 31]]
"[""Yo, what's up? Nothing much. Would you want to go swimming on Saturday? OK! Where should we go? I don't know. How about Daan Park? Great. When should we meet? 9 am? Sorry, I can't. 6 pm? OK! See you then!""]"	[[15, 16], [17, 18], [56, 57], [35, 37]]
"[""Sup! Sup. Do you want to catch up on Thursday? Sure. Where do you want to go? I don't know. How about the Japanese place? Sure. When? 3 pm? Sorry, I can't. How about 5 am? Ok. See you then!""]"	[[11, 12], [13, 14], [53, 54], [33, 35]]
"[""Sup! Sup. Would you want to ice skating on Monday? Sure. Where do you want to go? I don't know. How about the theme park? Sounds good. When should we meet? Let's do 11 am? Sorry, I can't. You free 8 am? OK! See you then!""]"	[[11, 12], [13, 14], [61, 62], [33, 35]]
"[""Heyo! Do you want to watch a movie on Friday? Sounds good. Where should we meet? I don't know. How about your place? Sounds good. When should we meet? Let's do 7 pm? Sorry, I can't. 1 pm? Sure. See you then!""]"	[[8, 10], [11, 12], [55, 56], [30, 31]]
"[""Hey. Do you want to bake on Friday? Great. Where? I don't know. How about the mall? Ok. What time? Let's do 7 pm? Sorry, I can't. 1 am? Sure! See you then!""]"	[[7, 8], [9, 10], [46, 47], [24, 25]]
"[""Yo, what's up? Nothing much. Do you want to watch a movie on Sunday? Sure! Where? I don't know. How about a bar? OK! What time? 10 am? Sorry, I can't. 7 pm? Great. See you then!""]"	[[15, 17], [18, 19], [51, 52], [33, 34]]
"[""Sup! Sup. Do you want to do something on Wednesday? Great. Where should we go? I don't know. How about a club? Sure. When? How about 9 pm? Sorry, I can't. 8 am? Sounds good. See you then!""]"	[[11, 12], [13, 14], [50, 51], [31, 32]]
"[""Heyo! Would you want to grab lunch on Sunday? Sounds good. Where should we go? I don't know. How about Daan Park? Ok. What time? 11 pm? Sorry, I can't. 12 pm? Sure! See you then!""]"	[[8, 9], [10, 11], [48, 49], [29, 31]]
"[""Yo, what's up? Nothing much. Let's see a game today? Sure. Where should we meet? I don't know. How about Daan Park? Sure. When? How about 10 pm? Sorry, I can't. You free 7 pm? Ok. See you then!""]"	[[14, 16], [17, 17], [56, 57], [34, 36]]
"[""Hey. Do you want to see a game today? Sure. Where should we meet? I don't know. How about the mall? OK! What time? 3 am? Sorry, I can't. 9 am? Great. See you then!""]"	[[7, 9], [10, 10], [45, 46], [27, 28]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's bake on Saturday? Great. Where should we go? I don't know. How about a bar? OK! What time? Let's do 1 am? Sorry, I can't. 7 pm? OK! See you then!""]"	[[26, 27], [28, 29], [68, 69], [46, 47]]
"[""Hey. Let's go bowling on Thursday? Ok. Where do you want to go? I don't know. How about the train station? Sure! When should we meet? 2 pm? Sorry, I can't. 4 pm? Sure. See you then!""]"	[[6, 7], [8, 9], [49, 50], [28, 30]]
"[""Yo, what's up? Nothing much. Would you want to go rafting on Tuesday? Sure! Where should we meet? I don't know. How about a club? Great. When? How about 4 am? Sorry, I can't. How about 6 pm? Great. See you then!""]"	[[15, 18], [19, 20], [58, 59], [37, 38]]
"[""Yo, what's up? Nothing much. Would you want to hang out on Thursday? Sure. Where should we go? I don't know. How about the mall? Ok. When should we meet? You free 11 pm? Sorry, I can't. How about 4 am? Sure. See you then!""]"	[[15, 16], [17, 18], [59, 60], [35, 36]]
"[""Hey. Do you want to see a movie on Friday? Great. Where should we meet? I don't know. How about a coffee shop? Ok. When? How about 1 am? Sorry, I can't. You free 6 am? Ok. See you then!""]"	[[7, 9], [10, 11], [50, 51], [28, 30]]
"[""Sup! Sup. Let's go somewhere on Wednesday? Sounds good. Where should we go? I don't know. How about the theme park? Sounds good. When should we meet? You free 2 pm? Sorry, I can't. Let's do 2 am? Sure. See you then!""]"	[[10, 11], [12, 13], [59, 60], [31, 33]]
"[""Hey. Let's go rafting today? OK! Where? I don't know. How about my place? OK! When? midnight, noon? Sorry, I can't. You free 6 am? Ok. See you then!""]"	[[6, 9], [10, 10], [44, 45], [24, 25]]
"[""Heyo! Do you want to see a play on Monday? Sounds good. Where do you want to go? I don't know. How about Daan Park? OK! When should we meet? 7 pm? Sorry, I can't. You free 1 am? Sounds good. See you then!""]"	[[8, 10], [11, 12], [55, 56], [32, 34]]
"[""Hey. Let's grab lunch today? OK! Where should we go? I don't know. How about Daan Park? OK! What time? How about 10 am? Sorry, I can't. How about 1 am? Ok. See you then!""]"	[[6, 7], [8, 8], [48, 49], [25, 27]]
"[""Hey. Would you want to go swimming on Friday? OK! Where should we meet? I don't know. How about a bar? Sounds good. When should we meet? 1 pm? Sorry, I can't. Let's do 9 pm? Sure! See you then!""]"	[[7, 8], [9, 10], [52, 53], [27, 28]]
"[""Hey. Do you want to watch a movie on Wednesday? Sounds good. Where? I don't know. How about Daan Park? OK! When should we meet? Let's do 11 pm? Sorry, I can't. Let's do 1 pm? Great. See you then!""]"	[[7, 9], [10, 11], [55, 56], [26, 28]]
"[""Heyo! Let's grab coffee on Monday? Sounds good. Where? I don't know. How about a club? Sounds good. When should we meet? Let's do 11 am? Sorry, I can't. How about 5 am? Great. See you then!""]"	[[7, 8], [9, 10], [52, 53], [25, 26]]
"[""Hey. Let's hang out on Friday? Sure! Where? I don't know. How about the theme park? Ok. When should we meet? 8 am? Sorry, I can't. Let's do 1 am? OK! See you then!""]"	[[6, 7], [8, 9], [48, 49], [23, 25]]
"[""Hey. Let's grab lunch on Friday? Great. Where? I don't know. How about my place? OK! What time? You free 6 am? Sorry, I can't. 2 am? OK! See you then!""]"	[[6, 7], [8, 9], [43, 44], [23, 24]]
"[""Sup! Sup. Would you want to catch up on Friday? Great. Where do you want to go? I don't know. How about a coffee shop? Ok. What time? You free 11 am? Sorry, I can't. Let's do 4 pm? Sounds good. See you then!""]"	[[11, 12], [13, 14], [58, 59], [33, 35]]
"[""Yo, what's up? Nothing much. Would you want to see a play on Saturday? Sure! Where do you want to go? I don't know. How about a bar? Sure. When should we meet? How about 4 am? Sorry, I can't. Let's do 7 pm? Ok. See you then!""]"	[[15, 17], [18, 19], [64, 65], [38, 39]]
"[""Sup! Sup. Do you want to hang out on Sunday? Sounds good. Where should we meet? I don't know. How about a coffee shop? Great. When should we meet? You free 3 pm? Sorry, I can't. 6 am? Sure! See you then!""]"	[[11, 12], [13, 14], [55, 56], [32, 34]]
"[""Sup! Sup. Let's hang out on Friday? Sure! Where do you want to go? I don't know. How about the mall? Ok. When should we meet? Let's do 6 pm? Sorry, I can't. You free 3 pm? Sure! See you then!""]"	[[10, 11], [12, 13], [58, 59], [32, 33]]
"[""Sup! Sup. Let's see a game on Sunday? Sounds good. Where do you want to go? I don't know. How about the train station? Great. When should we meet? Let's do midnight, noon? Sorry, I can't. 10 pm? Ok. See you then!""]"	[[10, 12], [13, 14], [60, 61], [34, 36]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to grab coffee on Saturday? Sure. Where should we meet? I don't know. How about the Japanese place? Sure. What time? How about 7 pm? Sorry, I can't. Let's do 5 am? Ok. See you then!""]"	[[27, 28], [29, 30], [72, 73], [47, 49]]
"[""Sup! Sup. Would you want to bake on Monday? Sure. Where should we meet? I don't know. How about a bar? Sounds good. When? How about 7 am? Sorry, I can't. 1 pm? Sure! See you then!""]"	[[11, 12], [13, 14], [51, 52], [31, 32]]
"[""Heyo! Do you want to see a play on Sunday? Ok. Where do you want to go? I don't know. How about the Italian restaurant? Sure! When? 4 pm? Sorry, I can't. How about 2 pm? OK! See you then!""]"	[[8, 10], [11, 12], [51, 52], [31, 33]]
"[""Sup! Sup. Do you want to ice skating on Friday? OK! Where should we meet? I don't know. How about the Italian restaurant? Sounds good. What time? You free 3 pm? Sorry, I can't. How about 12 pm? OK! See you then!""]"	[[11, 12], [13, 14], [55, 56], [31, 33]]
"[""Hey. Let's ice skating on Tuesday? Sure! Where should we go? I don't know. How about the train station? Sure. When should we meet? You free 4 am? Sorry, I can't. Let's do 10 am? Ok. See you then!""]"	[[6, 7], [8, 9], [53, 54], [26, 28]]
"[""Yo, what's up? Nothing much. Let's grab coffee on Thursday? Sure! Where should we go? I don't know. How about a bar? Ok. When should we meet? 10 am? Sorry, I can't. You free 7 am? Ok. See you then!""]"	[[14, 15], [16, 17], [56, 57], [34, 35]]
"[""Yo, what's up? Nothing much. Do you want to watch a movie on Thursday? Sure. Where? I don't know. How about my place? Great. When? You free 7 am? Sorry, I can't. 12 pm? Sure. See you then!""]"	[[15, 17], [18, 19], [52, 53], [33, 34]]
"[""Yo, what's up? Nothing much. Would you want to catch up on Wednesday? Sure. Where? I don't know. How about Daan Park? Great. When? You free 4 am? Sorry, I can't. You free 9 pm? Sure! See you then!""]"	[[15, 16], [17, 18], [54, 55], [32, 34]]
"[""Heyo! Let's go somewhere on Sunday? Great. Where should we go? I don't know. How about a coffee shop? Sure! When? 12 pm? Sorry, I can't. 4 pm? Great. See you then!""]"	[[7, 8], [9, 10], [45, 46], [27, 29]]
"[""Sup! Sup. Do you want to do something on Monday? Sounds good. Where should we meet? I don't know. How about Daan Park? Ok. When? 3 am? Sorry, I can't. Let's do 5 am? OK! See you then!""]"	[[11, 12], [13, 14], [54, 55], [32, 34]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's grab coffee on Friday? Sounds good. Where do you want to go? I don't know. How about Daan Park? Sounds good. What time? 8 pm? Sorry, I can't. 9 am? Sure. See you then!""]"	[[26, 27], [28, 29], [69, 70], [49, 51]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's do something on Wednesday? Great. Where do you want to go? I don't know. How about the theme park? Ok. What time? 8 pm? Sorry, I can't. Let's do 11 am? OK! See you then!""]"	[[26, 27], [28, 29], [71, 72], [48, 50]]
"[""Yo, what's up? Nothing much. Do you want to bake on Wednesday? Sure! Where should we meet? I don't know. How about the Italian restaurant? Great. What time? How about 9 pm? Sorry, I can't. Let's do 5 pm? Ok. See you then!""]"	[[15, 16], [17, 18], [60, 61], [35, 37]]
"[""Yo, what's up? Nothing much. Do you want to go swimming on Wednesday? Great. Where should we go? I don't know. How about my place? OK! What time? You free 2 pm? Sorry, I can't. How about 8 am? Sure. See you then!""]"	[[15, 16], [17, 18], [57, 58], [35, 36]]
"[""Heyo! Let's go rafting on Saturday? Ok. Where? I don't know. How about a coffee shop? Great. When should we meet? Let's do 2 am? Sorry, I can't. Let's do 5 am? Great. See you then!""]"	[[7, 10], [11, 12], [55, 56], [26, 28]]
"[""Yo, what's up? Nothing much. Let's grab lunch on Tuesday? Sounds good. Where? I don't know. How about the theme park? Ok. When? 5 pm? Sorry, I can't. You free 9 pm? Sounds good. See you then!""]"	[[14, 15], [16, 17], [52, 53], [32, 34]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a play on Wednesday? Great. Where do you want to go? I don't know. How about your place? Sounds good. When should we meet? How about 11 pm? Sorry, I can't. Let's do 9 pm? Sure! See you then!""]"	[[27, 29], [30, 31], [77, 78], [50, 51]]
"[""Yo, what's up? Nothing much. Would you want to catch up on Thursday? OK! Where should we go? I don't know. How about a club? Sure! What time? How about 5 pm? Sorry, I can't. You free 11 am? Ok. See you then!""]"	[[15, 16], [17, 18], [57, 58], [35, 36]]
