Text	Label
Hey. You free on Thursday? Sorry, I have plans already. How about on Tuesday? I'm busy on on Tuesday too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. Are you free on Tuesday? Sorry, I'm busy... How about on Monday? I'm busy on on Monday too. That's fine, next time then. Great. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. Are you free on Friday? Sorry, I'll be out of town. How about tomorrow? I'm busy on tomorrow too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Do you want to see a game on Thursday? OK! When? How about 3 pm? Sure. Where do you want to go? How about Xinyi? Sure. See you there!	[[15, 17], [19, 19], [27, 28], [41, 43]]
Hey. Do you want to see a play on Thursday? Sure. When should we meet? 6 pm? Sure. Where do you want to go? How about the Japanese place? Sure! See you then!	[[7, 9], [11, 11], [20, 21], [34, 36]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Friday? Sorry, I have plans already. How about on Saturday? I'm busy on on Saturday too. That's fine, next time then. Sure. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go somewhere on Sunday? I can't on Sunday. How about on Monday? Great. When? midnight? Sounds good. See you on Monday!	[[27, 28], [42, 42], [48, 48], [0, 0]]
Hey! Do you want to go rafting on Monday? OK! Where? I don't know. How about my place? Or Daan Park? Great. Let's do Daan Park. What time? How about 10 am? Sorry, I have an appointment. 11 pm? Sure. See you there!	[[7, 10], [12, 12], [59, 60], [30, 32]]
Hey. Are you free on Sunday? Sorry, I have plans already. How about on Wednesday? I'm busy on on Wednesday too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Are you free on Saturday? Yes. Do you want to go rafting? OK! Where? How about Daan Park? Great. See you there!	[[23, 26], [15, 15], [0, 0], [34, 36]]
Hey! Let's see a play on Wednesday? Sure! What time? You free 5 am? Sure! Where do you want to go? How about my place? Ok. See you then!	[[6, 8], [10, 10], [19, 20], [33, 34]]
Hey! You free on Tuesday? Sorry, I have plans already. How about on Monday? I'm busy on on Monday too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. You free today? Sorry, I'll be out of town. How about on Tuesday? I'm busy on on Tuesday too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! Are you free on Thursday? Sorry, I'm busy... How about on Saturday? I'm busy on on Saturday too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Do you want to see a game on Sunday? Sounds good. When? Let's do 5 am? Sure. Where? How about the mall? Sure! See you there!	[[15, 17], [19, 19], [30, 31], [39, 40]]
Sup! Sup. Would you want to go surfing on Sunday? Sorry I'm busy. How about on Wednesday? Ok. When? 9 am? Sure! See you there!	[[11, 12], [25, 25], [31, 32], [0, 0]]
Yo, what's up? Nothing much. Do you want to go bowling on Tuesday? Sounds good. Where? How about the zoo? Sounds good. What time should we meet? Let's do 12 pm? Great. See you then!	[[15, 16], [18, 18], [43, 44], [27, 28]]
Sup! Sup. Would you want to go bowling tomorrow? Ok. What time should we meet? How about 4 am? Ok. Where do you want to go? How about the theme park? OK! See you tomorrow!	[[11, 12], [13, 13], [25, 26], [39, 41]]
Hey. Are you free on Friday? Sorry, I have plans already. How about tomorrow? I'm busy on tomorrow too. That's fine, next time then. Great. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Let's grab coffee on Saturday? Sounds good. Where do you want to go? How about a club? Great. When should we meet? How about 4 pm? Sounds good. See you on Saturday!	[[14, 15], [17, 17], [43, 44], [31, 32]]
Sup! Sup. Would you want to hang out on Wednesday? Ok. When should we meet? Are you free at 11 am? Sorry, I have an appointment. How about 2 pm? Great. Where should we go? I don't know. How about a bar or the zoo? Great. I prefer a bar. Sure. See you there!	[[11, 12], [14, 14], [39, 40], [57, 58]]
Yo, what's up? Nothing much. Are you free on Monday? Yes. Would you want to go ice skating? Great. Where? How about school? Ok. See you there!	[[23, 25], [15, 15], [0, 0], [33, 33]]
Sup! Sup. Are you free today? Yes. Let's go somewhere? OK! Where? How about school? Sure. See you then!	[[17, 18], [10, 10], [0, 0], [26, 26]]
Hey. Would you want to catch up tomorrow? OK! Where should we meet? How about the mall? Ok. What time should we meet? Are you free at 11 am? Sure. See you tomorrow!	[[7, 8], [9, 9], [35, 36], [20, 21]]
Hey. Would you want to go surfing tomorrow? Ok. Where? I don't know. How about the mall? Or a club? Sure! Let's do a club. When should we meet? How about midnight? Sorry, I can't. How about 5 pm? Sounds good. See you then!	[[7, 8], [9, 9], [57, 58], [27, 28]]
Hey. Do you want to hang out on Wednesday? Sure. What time should we meet? Are you free at 5 pm? Ok. Where should we go? How about a bar? Sounds good. Sorry, I'm busy 5 pm. Let's do 6 pm? Sounds good. See you then!	[[7, 8], [10, 10], [55, 56], [36, 37]]
Yo, what's up? Nothing much. You free on Sunday? Sorry, I have plans already. How about today? I'm busy on today too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! Are you free on Friday? Sorry, I have plans already. How about tomorrow? I'm busy on tomorrow too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. You free tomorrow? Yes. Let's go bowling? Sure. Where should we meet? How about the train station? Ok. See you tomorrow!	[[16, 17], [9, 9], [0, 0], [28, 30]]
Yo, what's up? Nothing much. Let's go rafting today? Sure. When? 10 am? Sorry, I'm busy. How about 7 pm? Sure! Where should we go? I don't know. How about the mall or a club? Sure! Let's do a club. OK! See you today!	[[14, 17], [18, 18], [36, 37], [57, 58]]
Yo, what's up? Nothing much. Let's go ice skating on Sunday? Sure. Where should we meet? How about your place? Ok. When? How about 8 pm? Ok. See you on Sunday!	[[14, 16], [18, 18], [38, 39], [29, 30]]
Hey. Would you want to go ice skating on Friday? Sounds good. Where do you want to go? How about my place? Sure. When? Are you free at 2 pm? Sorry, I'm busy. Are you free at 9 pm? Sounds good. See you there!	[[7, 9], [11, 11], [50, 51], [25, 26]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go bowling today? Ok. What time? Let's do 11 am? Sure! Where? How about the Italian restaurant? Great. Sorry, I'm busy 11 am. You free 8 pm? Ok. See you there!	[[27, 28], [29, 29], [66, 67], [49, 51]]
Yo, what's up? Nothing much. Are you free tomorrow? Yes. Would you want to see a game? OK! Where should we meet? How about school? Sure. See you tomorrow!	[[22, 24], [14, 14], [0, 0], [35, 35]]
Hey. Would you want to hang out on Wednesday? Sorry I'm busy. How about on Saturday? Sounds good. What time should we meet? 2 am? Sure. See you then!	[[7, 8], [21, 21], [32, 33], [0, 0]]
Hey. You free today? Sorry, I'll be out of town. How about tomorrow? I'm busy on tomorrow too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Would you want to go somewhere on Wednesday? Ok. When should we meet? Are you free at noon? Sorry, I'm busy. 8 pm? Great. Where should we meet? I don't know. How about school or the Japanese place? Great. I prefer school. Sounds good. See you then!	[[15, 16], [18, 18], [40, 41], [58, 58]]
Hey. Would you want to do something on Thursday? Sorry I'm busy on Thursday. How about on Tuesday? Sure! When? 11 am? Sounds good. See you then!	[[7, 8], [23, 23], [29, 30], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Thursday? Sorry, I'll be out of town. How about on Wednesday? I'm busy on on Wednesday too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Do you want to grab lunch on Tuesday? Sure. Where should we meet? I don't know. How about Xinyi? Or the mall? Ok. Let's do the mall. What time should we meet? Let's do 4 pm? Sorry, I can't. Let's do 9 pm? Ok. See you then!	[[11, 12], [14, 14], [72, 73], [36, 37]]
Yo, what's up? Nothing much. Are you free on Monday? Yes. Do you want to bake? OK! Where? How about a club? Ok. See you there!	[[23, 24], [15, 15], [0, 0], [32, 33]]
Hey. Would you want to go surfing on Sunday? OK! Where should we meet? How about your place? Sure. What time? Are you free at 1 pm? Sorry, I can't. Are you free at 5 am? Sure. See you on Sunday!	[[7, 8], [10, 10], [47, 48], [21, 22]]
Hey. Do you want to grab coffee on Wednesday? OK! Where do you want to go? How about the Italian restaurant? Great. What time should we meet? Let's do 11 am? Sorry, I'm busy. You free 12 pm? Ok. See you then!	[[7, 8], [10, 10], [51, 52], [23, 25]]
Sup! Sup. Let's see a game on Wednesday? Ok. When should we meet? Are you free at 6 pm? OK! Where do you want to go? How about the Japanese place? Ok. I forgot, I have an appointment 6 pm. How about 4 pm? OK! See you then!	[[10, 12], [14, 14], [59, 60], [41, 43]]
Yo, what's up? Nothing much. Would you want to go ice skating today? I can't today. How about on Saturday? Sure. What time? 10 pm? Sure! See you there!	[[15, 17], [29, 29], [36, 37], [0, 0]]
Yo, what's up? Nothing much. Are you free today? Sorry, I'll be out of town. How about on Thursday? I'm busy on on Thursday too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. You free tomorrow? Sorry, I have plans already. How about on Friday? I'm busy on on Friday too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Let's do something tomorrow? Sure! Where do you want to go? How about school? Sure. What time? midnight? Sorry, I can't. You free 2 pm? Sure! See you then!	[[10, 11], [12, 12], [43, 44], [25, 25]]
Hey. Do you want to go swimming on Friday? Sure. Where? I don't know. How about a bar? Or school? Ok. Let's do a bar. What time? Are you free at 2 am? Sorry, I can't. Are you free at noon? Ok. See you there!	[[7, 8], [10, 10], [60, 60], [24, 25]]
Hey. Are you free today? Yes. Do you want to do something? Sounds good. Where should we meet? How about the Japanese place? Sure. See you then!	[[14, 15], [6, 6], [0, 0], [27, 29]]
Hey! Would you want to bake on Wednesday? Sure. What time? You free 5 am? Great. Where should we go? How about the Italian restaurant? Sure! Sorry, I can't 5 am. 7 am? Sure! See you on Wednesday!	[[7, 8], [10, 10], [46, 47], [31, 33]]
Hey. Let's go swimming on Thursday? Great. Where should we go? How about the Italian restaurant? Sounds good. When? How about 1 am? Sorry, I'm busy. You free 2 am? Sure. See you on Thursday!	[[6, 7], [9, 9], [43, 44], [20, 22]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go ice skating on Tuesday? Sure. What time? You free 11 pm? Sure. Where should we meet? How about the zoo? Sure! Sorry, I can't 11 pm. You free 12 pm? Sure! See you then!	[[27, 29], [31, 31], [68, 69], [52, 53]]
Hey! Let's hang out on Wednesday? Sure. What time? Are you free at 3 am? Sounds good. Where should we meet? How about Daan Park? OK! See you then!	[[6, 7], [9, 9], [20, 21], [33, 35]]
Hey! Let's see a play on Monday? Sure. Where do you want to go? How about Daan Park? Sure! When should we meet? Let's do 1 am? Sounds good. See you on Monday!	[[6, 8], [10, 10], [38, 39], [23, 25]]
Sup! Sup. Do you want to see a movie on Sunday? Sorry I'm busy on Sunday. How about on Tuesday? Great. What time? 6 am? OK! See you then!	[[11, 13], [28, 28], [35, 36], [0, 0]]
Yo, what's up? Nothing much. Are you free tomorrow? Yes. Would you want to go ice skating? OK! Where do you want to go? How about school? Great. See you then!	[[22, 24], [14, 14], [0, 0], [37, 37]]
Hey! Do you want to do something on Tuesday? Sounds good. What time? How about 12 pm? Sounds good. Where should we meet? How about the train station? Ok. See you on Tuesday!	[[7, 8], [10, 10], [20, 21], [33, 35]]
Hey. Are you free on Friday? Sorry, I'll be out of town. How about on Sunday? I'm busy on on Sunday too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Do you want to go ice skating on Thursday? OK! When? How about 9 am? Sounds good. Where do you want to go? How about the Japanese place? Sounds good. Actually, I'm busy 9 am. Are you free at 4 am? Sure. See you then!	[[15, 17], [19, 19], [62, 63], [42, 44]]
Hey! You free today? Sorry, I'll be out of town. How about on Wednesday? I'm busy on on Wednesday too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Are you free on Tuesday? Sorry, I'm busy... How about on Friday? I'm busy on on Friday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. Let's go rafting on Monday? OK! When should we meet? Are you free at 6 am? Great. Where should we meet? How about a bar? OK! Actually, I'm busy 6 am. 7 am? Great. See you then!	[[6, 9], [11, 11], [50, 51], [36, 37]]
Sup! Sup. Do you want to go surfing on Saturday? Great. Where do you want to go? How about school? Sure. What time should we meet? 3 am? Sure. See you there!	[[11, 12], [14, 14], [37, 38], [27, 27]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to watch a movie on Sunday? Ok. What time? How about 4 pm? Sure! Where? How about school? Ok. Actually, I can't 4 pm. 10 pm? OK! See you on Sunday!	[[27, 29], [31, 31], [62, 63], [49, 49]]
Sup! Sup. Would you want to see a play on Tuesday? Great. Where? How about school? Ok. What time? 11 am? Sorry, I have an appointment. Are you free at 9 am? Ok. See you then!	[[11, 13], [15, 15], [44, 45], [23, 23]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to watch a movie on Monday? I can't. How about on Thursday? Great. What time? 10 pm? Ok. See you on Thursday!	[[27, 29], [41, 41], [48, 49], [0, 0]]
Hey. Would you want to see a play on Tuesday? Sorry I'm busy. How about on Friday? OK! When should we meet? 1 pm? Ok. See you then!	[[7, 9], [22, 22], [31, 32], [0, 0]]
Hey. Let's go bowling on Tuesday? Great. What time? Let's do 3 pm? Sorry, I'm busy. Are you free at 10 am? OK! Where? I don't know. How about Daan Park or the train station? OK! Let's do the train station. OK! See you then!	[[6, 7], [9, 9], [34, 35], [53, 55]]
Sup! Sup. You free on Wednesday? Yes. Let's watch a movie? Sounds good. Where should we go? How about a bar? Great. See you there!	[[17, 19], [10, 10], [0, 0], [31, 32]]
Yo, what's up? Nothing much. Do you want to see a game tomorrow? I can't. How about today? OK! What time? 5 am? Ok. See you there!	[[15, 17], [27, 27], [34, 35], [0, 0]]
Hey! Do you want to do something on Friday? Sorry I'm busy. How about on Thursday? Great. What time? 12 pm? Great. See you then!	[[7, 8], [21, 21], [28, 29], [0, 0]]
Yo, what's up? Nothing much. Would you want to see a play on Thursday? Sure. What time should we meet? Are you free at 9 pm? Sure! Where? How about the Italian restaurant? Sure! See you on Thursday!	[[15, 17], [19, 19], [33, 34], [42, 44]]
Hey. Would you want to watch a movie on Monday? Sure! What time should we meet? You free 7 am? OK! Where should we meet? How about school? Sure! See you there!	[[7, 9], [11, 11], [23, 24], [35, 35]]
Sup! Sup. You free on Friday? Sorry, I have plans already. How about today? I'm busy on today too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. You free on Saturday? Sorry, I'll be out of town. How about today? I'm busy on today too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. Let's see a concert on Thursday? Great. When? How about midnight? Sorry, I'm busy. 7 pm? Sure. Where should we go? I don't know. How about a club or the mall? Sure. Let's do the mall. Sounds good. See you then!	[[6, 8], [10, 10], [27, 28], [48, 49]]
Hey. Are you free tomorrow? Sorry, I'll be out of town. How about on Monday? I'm busy on on Monday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. You free on Wednesday? Yes. Would you want to watch a movie? OK! Where? How about the Japanese place? Great. See you then!	[[34, 36], [26, 26], [0, 0], [44, 46]]
Yo, what's up? Nothing much. Are you free on Monday? Sorry, I'll be out of town. How about on Wednesday? I'm busy on on Wednesday too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. You free tomorrow? Yes. Would you want to see a concert? Sure. Where do you want to go? How about the theme park? Sure! See you tomorrow!	[[33, 35], [25, 25], [0, 0], [48, 50]]
Hey. You free tomorrow? Yes. Let's go bowling? Ok. Where? How about the theme park? Ok. See you then!	[[12, 13], [5, 5], [0, 0], [21, 23]]
Hey. Do you want to see a play on Friday? Sorry I'm busy. How about on Saturday? Ok. When should we meet? 5 pm? Sure. See you on Saturday!	[[7, 9], [22, 22], [31, 32], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. You free on Monday? Sorry, I have plans already. How about on Friday? I'm busy on on Friday too. That's fine, next time then. Sure. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go somewhere on Tuesday? Sure! Where should we meet? How about school? Sure! What time? How about 2 pm? Sounds good. See you there!	[[27, 28], [30, 30], [50, 51], [41, 41]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to grab coffee on Tuesday? Sounds good. Where? How about Xinyi? Ok. What time should we meet? You free 4 am? Sure! See you on Tuesday!	[[27, 28], [30, 30], [53, 54], [39, 41]]
Yo, what's up? Nothing much. Do you want to see a play on Tuesday? I can't on Tuesday. How about tomorrow? OK! What time should we meet? 4 pm? Sounds good. See you then!	[[15, 17], [30, 30], [40, 41], [0, 0]]
Hey! Would you want to see a game on Monday? Sounds good. What time? 3 pm? OK! Where should we meet? How about a bar? OK! See you there!	[[7, 9], [11, 11], [19, 20], [31, 32]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to grab coffee today? Sure. Where? How about a club? Sure! What time should we meet? You free 11 am? Sorry, I'm busy. How about 9 pm? Ok. See you then!	[[27, 28], [29, 29], [62, 63], [37, 38]]
Hey! Are you free on Saturday? Sorry, I'll be out of town. How about on Sunday? I'm busy on on Sunday too. That's fine, next time then. Sure. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Let's grab lunch on Friday? OK! When should we meet? How about 4 am? Ok. Where should we meet? How about my place? Sure. Actually, I can't 4 am. 10 pm? Sure! See you on Friday!	[[10, 11], [13, 13], [50, 51], [36, 37]]
Sup! Sup. Would you want to grab lunch tomorrow? Great. Where should we meet? I don't know. How about Daan Park? Or school? Great. Let's do school. When? Let's do 6 am? Sorry, I can't. noon? Sounds good. See you then!	[[11, 12], [13, 13], [61, 61], [35, 35]]
Hey! Let's go rafting on Friday? Sure. When should we meet? How about noon? OK! Where? How about my place? Sure! See you then!	[[6, 9], [11, 11], [22, 22], [30, 31]]
Yo, what's up? Nothing much. You free on Tuesday? Yes. Would you want to see a concert? Sure! Where do you want to go? How about the mall? Great. See you on Tuesday!	[[22, 24], [14, 14], [0, 0], [37, 38]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Tuesday? Yes. Would you want to see a play? Sounds good. Where should we go? How about your place? Great. See you on Tuesday!	[[35, 37], [27, 27], [0, 0], [49, 50]]
Hey. Are you free tomorrow? Sorry, I'm busy... How about on Monday? I'm busy on on Monday too. That's fine, next time then. Sure. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Do you want to go rafting tomorrow? Ok. Where should we meet? How about the theme park? Sounds good. What time? 11 pm? Sorry, I have an appointment. Are you free at 1 pm? Sure! See you there!	[[15, 18], [19, 19], [54, 55], [30, 32]]
Hey. Do you want to go rafting on Monday? Sure! What time? Let's do 9 pm? Ok. Where should we meet? How about a bar? Sounds good. I forgot, I'm busy 9 pm. Are you free at 12 pm? Ok. See you there!	[[7, 10], [12, 12], [55, 56], [35, 36]]
Yo, what's up? Nothing much. Would you want to go somewhere on Thursday? Sorry I'm busy. How about on Saturday? Great. What time should we meet? 10 pm? Sounds good. See you then!	[[15, 16], [29, 29], [39, 40], [0, 0]]
Hey. Let's catch up on Thursday? I can't. How about on Saturday? Sounds good. What time should we meet? 12 pm? OK! See you on Saturday!	[[6, 7], [19, 19], [30, 31], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's see a concert tomorrow? Sure! Where do you want to go? How about the Japanese place? Great. When? Are you free at 9 pm? Sorry, I'm busy. 8 pm? Ok. See you there!	[[26, 28], [29, 29], [64, 65], [42, 44]]
Sup! Sup. You free on Wednesday? Yes. Let's see a movie? Ok. Where do you want to go? How about the mall? Ok. See you on Wednesday!	[[17, 19], [10, 10], [0, 0], [32, 33]]
Hey. Would you want to go bowling on Friday? Great. What time should we meet? 9 pm? Great. Where should we go? How about the mall? Ok. See you there!	[[7, 8], [10, 10], [20, 21], [32, 33]]
Sup! Sup. Are you free tomorrow? Yes. Do you want to see a movie? Sounds good. Where should we meet? How about a club? Ok. See you then!	[[18, 20], [10, 10], [0, 0], [32, 33]]
Sup! Sup. Do you want to go bowling tomorrow? Sounds good. Where should we meet? How about a bar? Sure! When should we meet? Let's do 8 pm? Sure! See you there!	[[11, 12], [13, 13], [39, 40], [25, 26]]
Hey. Are you free tomorrow? Yes. Would you want to see a play? Ok. Where do you want to go? How about the theme park? Great. See you then!	[[14, 16], [6, 6], [0, 0], [29, 31]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. You free tomorrow? Sorry, I'll be out of town. How about on Friday? I'm busy on on Friday too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! Do you want to see a movie today? Sure! What time? Are you free at 5 pm? Sure! Where do you want to go? How about the Italian restaurant? Sounds good. Sorry, I'm busy 5 pm. You free 6 pm? Sure! See you there!	[[7, 9], [10, 10], [53, 54], [35, 37]]
Hey! You free on Tuesday? Yes. Let's watch a movie? Sounds good. Where do you want to go? How about the mall? Great. See you on Tuesday!	[[13, 15], [6, 6], [0, 0], [29, 30]]
Sup! Sup. Let's see a game on Friday? Sure. Where do you want to go? How about Xinyi? Ok. What time should we meet? How about 4 pm? Sure. See you there!	[[10, 12], [14, 14], [41, 42], [27, 29]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to bake today? Sorry I'm busy. How about tomorrow? Sure! What time should we meet? 8 am? Ok. See you there!	[[27, 28], [39, 39], [49, 50], [0, 0]]
Hey! Would you want to see a play on Wednesday? Sure! When should we meet? noon? Sounds good. Where should we go? How about a coffee shop? Sounds good. I forgot, I'm busy noon. Let's do midnight? Sure. See you there!	[[7, 9], [11, 11], [52, 52], [32, 34]]
Hey! You free on Sunday? Yes. Would you want to go bowling? OK! Where? How about a coffee shop? OK! See you there!	[[14, 15], [6, 6], [0, 0], [23, 25]]
Hey! Do you want to grab coffee on Saturday? Sure! Where should we go? How about the Japanese place? Great. When? You free 6 am? Sorry, I'm busy. How about 9 am? Sure! See you there!	[[7, 8], [10, 10], [43, 44], [21, 23]]
Yo, what's up? Nothing much. Are you free on Monday? Sorry, I'm busy... How about on Sunday? I'm busy on on Sunday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. Let's see a concert on Thursday? Great. When should we meet? 2 am? OK! Where should we meet? How about a club? Great. Actually, I can't 2 am. Are you free at 4 pm? OK! See you there!	[[6, 8], [10, 10], [49, 50], [31, 32]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to see a game on Friday? Sure. Where should we meet? I don't know. How about your place? Or the zoo? Sure! Let's do the zoo. When should we meet? You free 2 pm? Sorry, I can't. 5 am? Sounds good. See you then!	[[27, 29], [31, 31], [81, 82], [52, 53]]
Yo, what's up? Nothing much. Are you free on Wednesday? Sorry, I have plans already. How about today? I'm busy on today too. That's fine, next time then. Sure. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Let's see a concert on Monday? Sounds good. When should we meet? Let's do 1 pm? OK! Where do you want to go? How about the mall? Great. Sorry, I'm busy 1 pm. 6 am? Sounds good. See you there!	[[14, 16], [18, 18], [60, 61], [46, 47]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Saturday? Sorry, I'm busy... How about on Wednesday? I'm busy on on Wednesday too. That's fine, next time then. Sure. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Are you free on Thursday? Yes. Do you want to see a concert? Sounds good. Where do you want to go? How about Daan Park? Ok. See you there!	[[19, 21], [11, 11], [0, 0], [35, 37]]
Hey. Would you want to hang out on Wednesday? Sure. When? How about 3 pm? Ok. Where do you want to go? How about Daan Park? Ok. I forgot, I have an appointment 3 pm. Are you free at 4 pm? Ok. See you there!	[[7, 8], [10, 10], [52, 53], [32, 34]]
Sup! Sup. You free on Saturday? Sorry, I have plans already. How about on Friday? I'm busy on on Friday too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! Are you free on Friday? Yes. Would you want to bake? Sure. Where? How about a coffee shop? Sure! See you there!	[[15, 16], [7, 7], [0, 0], [24, 26]]
Sup! Sup. Do you want to go to a party on Thursday? OK! Where should we meet? How about my place? Sounds good. What time? 8 am? Sorry, I can't. Let's do 6 am? OK! See you there!	[[11, 14], [16, 16], [50, 51], [27, 28]]
Yo, what's up? Nothing much. Do you want to go swimming on Tuesday? Great. Where? How about the Japanese place? Ok. When? 10 am? Sorry, I have an appointment. 8 pm? Ok. See you then!	[[15, 16], [18, 18], [44, 45], [26, 28]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's hang out on Wednesday? Sorry I'm busy on Wednesday. How about on Thursday? Great. What time should we meet? 1 am? OK! See you then!	[[26, 27], [42, 42], [52, 53], [0, 0]]
Yo, what's up? Nothing much. Let's go bowling on Saturday? Sounds good. Where? I don't know. How about my place? Or the train station? Sure! Let's do my place. What time? 7 pm? Sorry, I have an appointment. 8 pm? Sure! See you then!	[[14, 15], [17, 17], [62, 63], [32, 33]]
Sup! Sup. Do you want to do something on Monday? Sorry I'm busy. How about on Tuesday? Sounds good. When should we meet? 6 am? Ok. See you there!	[[11, 12], [25, 25], [35, 36], [0, 0]]
Sup! Sup. Let's grab lunch tomorrow? I can't tomorrow. How about today? Ok. When should we meet? 7 pm? Ok. See you there!	[[10, 11], [22, 22], [31, 32], [0, 0]]
Hey. Would you want to bake on Tuesday? Sounds good. What time? Are you free at 10 am? Ok. Where should we go? How about the zoo? OK! I forgot, I'm busy 10 am. You free 2 am? Sounds good. See you then!	[[7, 8], [10, 10], [51, 52], [34, 35]]
Hey! You free on Thursday? Yes. Would you want to go swimming? Sure! Where do you want to go? How about the zoo? Sure. See you on Thursday!	[[14, 15], [6, 6], [0, 0], [28, 29]]
Hey! You free tomorrow? Sorry, I'm busy... How about on Thursday? I'm busy on on Thursday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! Would you want to grab lunch on Saturday? Sounds good. Where should we go? I don't know. How about a bar? Or the theme park? Great. Let's do the theme park. What time? noon? Sorry, I'm busy. You free 7 am? Ok. See you there!	[[7, 8], [10, 10], [60, 61], [32, 34]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to grab lunch on Monday? Sorry I'm busy. How about on Tuesday? Sure! What time should we meet? 10 pm? Sure! See you on Tuesday!	[[27, 28], [41, 41], [51, 52], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to bake on Tuesday? OK! Where do you want to go? How about my place? OK! When? Are you free at 9 am? Great. See you on Tuesday!	[[27, 28], [30, 30], [54, 55], [43, 44]]
Hey! You free on Friday? Yes. Would you want to see a movie? Sure. Where? How about school? Sure! See you there!	[[14, 16], [6, 6], [0, 0], [24, 24]]
Hey! Are you free on Thursday? Yes. Would you want to go rafting? Ok. Where should we meet? How about a coffee shop? OK! See you on Thursday!	[[15, 18], [7, 7], [0, 0], [29, 31]]
